_id,Nr.crt.,Numar Anunt,Data Publicare,Denumire Autoritate contractanta,CUI,Judet,Tip Contract,Utilitati,Tip Procedura,Criteriu Atribuire,Valoare Estimata,Moneda,Modalitate Desfasurare,Trimis la OJEU,Fonduri Comunitare,Cod CPV,Denumire Cod CPV
98,98,156464,2015-01-09T13:23:57,SPITALUL JUDETEAN SATU MARE,3963722.0,Satu Mare,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,379922.400000000023283064365386962890625,RON,Offline,NU,NU,33651400-2,Antivirale pentru uz sistemic (Rev.2)
99,99,156465,2015-01-09T13:25:11,Societatea Nationala de Transport Gaze Naturale TRANSGAZ SA Medias,RO13068733,Sibiu,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,1200000,RON,Offline,NU,NU,42131000-6,Robinete si vane (Rev.2)
100,100,156467,2015-01-09T13:28:09,"UNIVERSITATEA ""BABES-BOLYAI""",4305849.0,Cluj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,304200,RON,Online,NU,NU,30213000-5,Computere personale (Rev.2)
101,101,156474,2015-01-09T13:34:57,SPITALUL CLINIC C.F. CLUJ,4288349.0,Cluj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,465454.400000000023283064365386962890625,RON,Online,NU,NU,33651000-8,Antiinfectioase generale pentru uz sistemic (Rev.2)
102,102,156455,2015-01-10T01:30:01,ENEL DISTRIBUTIE MUNTENIA S.A.,RO 14507322,Bucuresti,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,2229500,RON,Online,DA,NU,31711120-0,Transductoare (Rev.2)
103,103,156468,2015-01-10T01:30:01,SPITALUL JUDETEAN DE URGENTA PLOIESTI,2844545.0,Prahova,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,8411896.08000000007450580596923828125,RON,Online,DA,NU,33696500-0,Reactivi de laborator (Rev.2)
104,104,156490,2015-01-10T01:30:01,Ministerul Afacerilor Externe,4266863.0,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,1650562.5,RON,Online,DA,DA,72212900-8,Diverse servicii de dezvoltare de software si sisteme informatice (Rev.2)
105,105,156473,2015-01-10T01:30:01,S.C.TETKRON S.R.L,RO 27272953,Brasov,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,4089054,RON,Offline,DA,NU,60300000-1,Servicii de transport prin conducte (Rev.2)
106,106,156475,2015-01-10T01:30:01,INSTITUTUL NATIONAL DE CERCETARE-DEZVOLTARE PENTRU PROTECTIA MEDIULUI,27282590.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,1353000,RON,Online,DA,DA,38434000-6,Analizoare (Rev.2)
107,107,156491,2015-01-10T01:30:01,INSTITUTUL NATIONAL DE CERCETARE-DEZVOLTARE PENTRU OPTOELECTRONICA - INOE 2000,RO 9113623,Ilfov,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,716608,RON,Offline,DA,DA,38580000-4,"Echipamente radiologice, altele decat cele medicale (Rev.2)"
108,108,156487,2015-01-10T01:30:01,"REGIA AUTONOMA  AEROPORTUL ""DELTA DUNARII"" TULCEA",R 2647128,Tulcea,Lucrari,DA,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,61142063,RON,Offline,DA,DA,45235000-3,"Lucrari de constructii de aerodromuri, piste de decolare si de aterizare si suprafete de manevrare (Rev.2)"
109,109,156489,2015-01-10T01:30:01,Primaria Municipiului Tirgu-Mures,4322823.0,Mures,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,3984120,RON,Offline,DA,DA,45453100-8,Lucrari de renovare (Rev.2)
110,110,156466,2015-01-10T01:30:01,DIRECTIA GENERALA REGIONALA A FINANTELOR PUBLICE GALATI,3127190.0,Galati,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,940600,RON,Online,DA,NU,79341000-6,Servicii de publicitate (Rev.2)
111,111,156476,2015-01-10T01:30:01,R.A. AEROPORTUL IASI,9671409.0,Iasi,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,588652,RON,Offline,DA,DA,79341000-6,Servicii de publicitate (Rev.2)
112,112,156452,2015-01-10T01:30:01,COMPANIA AQUASERV S.A,10755074.0,Mures,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,2720200,RON,Offline,DA,NU,79570000-0,Servicii de elaborare a listelor de adrese si servicii de expediere (Rev.2)
113,113,156471,2015-01-10T01:30:01,Societatea Comerciala COMPLEXUL ENERGETIC OLTENIA SA,RO 30267310,Gorj,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,2248304.5,RON,Offline,DA,NU,60172000-4,Inchiriere de autobuze si de autocare cu sofer (Rev.2)
114,114,156486,2015-01-10T01:30:01,Comuna Maliuc,4508711.0,Tulcea,Furnizare,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,625800,RON,Offline,DA,DA,34513300-9,Docuri plutitoare (Rev.2)
115,115,156459,2015-01-10T01:30:01,DIRECTIA GENERALA LOGISTICA,4267060.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,690690,RON,Offline,DA,NU,15540000-5,Branzeturi (Rev.2)
116,116,156477,2015-01-10T01:30:01,Institutul Oncologic Prof. Dr. I. Chiricuta Cluj-Napoca,4547125.0,Cluj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,1121483.8500000000931322574615478515625,RON,Online,DA,DA,33100000-1,Echipamente medicale (Rev.2)
117,117,156460,2015-01-10T01:30:01,Spitalul Clinic Colentina,4283929.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,7726028,RON,Offline,DA,NU,33600000-6,Produse farmaceutice (Rev.2)
118,118,156469,2015-01-10T01:30:01,"COMPANIA NATIONALA DE TRANSPORT AL ENERGIEI ELECTRICE ""TRANSELECTRICA"" S.A.",RO 13328043,Bucuresti,Lucrari,DA,Licitatie deschisa,Pretul cel mai scazut,124238847,RON,Offline,DA,NU,45231400-9,Lucrari de constructii de linii electrice (Rev.2)
119,119,156463,2015-01-10T01:30:01,OMV PETROM S.A,RO 1590082,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,84824176,RON,Offline,DA,NU,90522400-6,Curatarea si tratarea solului (Rev.2)
120,120,156472,2015-01-10T01:30:01,Compania de Apa Somes S.A.,R 201217,Cluj,Furnizare,DA,Negociere,Pretul cel mai scazut,5825040,RON,Offline,DA,NU,09310000-5,Electricitate (Rev.2)
121,121,156510,2015-01-12T08:53:11,Centrul National SIS,27493318.0,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,538935,RON,Online,NU,DA,72267000-4,Servicii de intretinere si reparatii de software (Rev.2)
122,122,156488,2015-01-12T12:40:39,SPITALUL CLINIC JUDETEAN MURES,24014380.0,Mures,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,194314.2000000000116415321826934814453125,RON,Offline,NU,NU,33696500-0,Reactivi de laborator (Rev.2)
123,123,156492,2015-01-12T12:43:18,SPITALUL JUDETEAN DE URGENTA VASLUI,3551942.0,Vaslui,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,125802.639999999999417923390865325927734375,RON,Online,NU,NU,33651400-2,Antivirale pentru uz sistemic (Rev.2)
124,124,156503,2015-01-12T12:46:16,Institutul de Boli Cardiovasculare Prof. Dr. I. M. Georgescu,RO8615184,Iasi,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,381023,RON,Online,NU,NU,33696200-7,Reactivi pentru analize de sange (Rev.2)
125,125,156481,2015-01-12T12:55:20,COMPANIA NATIONALA DE AUTOSTRAZI SI DRUMURI NATIONALE DIN ROMANIA SA,16054368.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,3967,RON,Offline,NU,NU,34300000-0,Piese si accesorii pentru vehicule si pentru motoare de vehicule (Rev.2)
126,126,156493,2015-01-12T13:13:47,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,40800,RON,Offline,NU,NU,03211200-5,Porumb (Rev.2)
127,127,156499,2015-01-12T13:52:29,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,62600,RON,Offline,NU,NU,34351100-3,Pneuri pentru autovehicule (Rev.2)
128,128,156500,2015-01-12T13:53:57,COMPANIA NATIONALA DE AUTOSTRAZI SI DRUMURI NATIONALE DIN ROMANIA SA,16054368.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,56342.5100000000020372681319713592529296875,RON,Offline,NU,NU,34300000-0,Piese si accesorii pentru vehicule si pentru motoare de vehicule (Rev.2)
129,129,156502,2015-01-12T13:55:11,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,217050,RON,Offline,NU,NU,15700000-5,Furaje (Rev.2)
130,130,156507,2015-01-12T14:01:16,ENEL DISTRIBUTIE MUNTENIA S.A.,RO 14507322,Bucuresti,Furnizare,DA,Negociere,Pretul cel mai scazut,953400,RON,Offline,NU,NU,32552410-4,Modemuri (Rev.2)
131,131,156508,2015-01-12T14:08:20,"COMPANIA NATIONALA ""ADMINISTRATIA PORTURILOR MARITIME"" SA CONSTANTA",11062831.0,Constanta,Servicii,DA,Negociere,Pretul cel mai scazut,1691000,RON,Offline,NU,NU,66513000-9,Servicii de asigurare legala si de asigurare impotriva tuturor riscurilor (Rev.2)
132,132,156514,2015-01-12T14:21:52,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,226588,RON,Online,NU,NU,34351100-3,Pneuri pentru autovehicule (Rev.2)
133,133,156540,2015-01-12T17:06:11,Universitatea din Bucuresti,4505502.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,90000,RON,Offline,NU,DA,38434000-6,Analizoare (Rev.2)
134,134,156478,2015-01-13T01:30:01,DIRECTIA GENERALA LOGISTICA,4267060.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,38169600,RON,Offline,DA,NU,09132100-4,Benzina fara plumb (Rev.2)
135,135,156519,2015-01-13T01:30:01,DIRECTIA GENERALA LOGISTICA,4267060.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,600000,RON,Offline,DA,NU,15811000-6,Produse de panificatie (Rev.2)
136,136,156512,2015-01-13T01:30:01,COMPANIA NATIONALA DE INVESTITII,14273221.0,Bucuresti,Lucrari,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,5760155,EUR,Offline,DA,NU,45252100-9,Lucrari de constructii de statii de epurare (Rev.2)
137,137,156535,2015-01-13T01:30:01,COMUNA SOCODOR,3519330.0,Arad,Furnizare,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,746836,RON,Offline,DA,DA,48952000-6,Sistem de sonorizare (Rev.2)
138,138,156495,2015-01-13T01:30:01,SPITALUL CLINIC DE RECUPERARE IASI,4541092.0,Iasi,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,39682946.820000000298023223876953125,RON,Online,DA,NU,33183100-7,Implanturi ortopedice (Rev.2)
139,139,156536,2015-01-13T01:30:01,REGIA AUTONOMA DE ADMMINISTRARE A DOMENIULUI PUBLIC SI A FONDULUI LOCATIV R.A. CRAIOVA,RO 7403230,Dolj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,1227600,RON,Offline,DA,NU,09134200-9,Motorina (Rev.2)
140,140,156541,2015-01-13T01:30:01,Sectorul 2 al Municipiului Bucuresti,4204038.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,651542.880000000004656612873077392578125,RON,Offline,DA,NU,03222321-9,Mere (Rev.2)
141,141,156501,2015-01-13T01:30:01,UNIVERSITATEA CRAIOVA,4553380.0,Dolj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,1205645,RON,Online,DA,NU,09134200-9,Motorina (Rev.2)
142,142,156515,2015-01-13T01:30:01,SPITALUL CLINIC DE URGENTA SF. PANTELIMON,4203881.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,3075522.799999999813735485076904296875,RON,Online,DA,NU,15100000-9,"Produse de origine animala, carne si produse din carne (Rev.2)"
143,143,156479,2015-01-13T01:30:01,"SPITALUL JUDETEAN DE URGENTA""DR. CONSTANTIN OPRIS"" BAIA MARE",3694594.0,Maramures,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,767001.099999999976716935634613037109375,RON,Online,DA,NU,33153000-7,Litotritor (Rev.2)
144,144,156518,2015-01-13T01:30:01,Municipiul Galati,3814810.0,Galati,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,14921763.66999999992549419403076171875,RON,Online,DA,DA,34923000-3,Echipament pentru controlul traficului rutier (Rev.2)
145,145,156506,2015-01-13T01:30:01,MUNICIPIUL SUCEAVA,4244792.0,Suceava,Servicii,NU,Negociere,Pretul cel mai scazut,4456711.25,RON,Offline,DA,NU,66113000-5,Servicii de acordare de credit (Rev.2)
146,146,156533,2015-01-13T01:30:01,INSTITUTUL NATIONAL DE CERCETARE-DEZVOLTARE PENTRU OPTOELECTRONICA - INOE 2000,RO 9113623,Ilfov,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,200000,EUR,Offline,DA,DA,34711200-6,Aeronave fara pilot (Rev.2)
147,147,156513,2015-01-13T01:30:01,INSTITUTUL NATIONAL DE CERCETARE-DEZVOLTARE PENTRU OPTOELECTRONICA - INOE 2000,RO 9113623,Ilfov,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,2110000,RON,Offline,DA,DA,38530000-9,Aparate de difractie (Rev.2)
148,148,156537,2015-01-13T01:30:01,CONSILIUL JUDETEAN BRAILA,4205491.0,Braila,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,26372952.92000000178813934326171875,RON,Offline,DA,DA,34144510-6,Vehicule pentru transportul deseurilor menajere (Rev.2)
149,149,156485,2015-01-13T01:30:01,SPITALUL JUDETEAN DE URGENTA PLOIESTI,2844545.0,Prahova,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,4213000,RON,Online,DA,NU,33763000-6,Servete din hartie pentru maini (Rev.2)
150,150,156498,2015-01-13T01:30:01,JUDETUL TELEORMAN,4652686.0,Teleorman,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,6095614,RON,Offline,DA,DA,33100000-1,Echipamente medicale (Rev.2)
151,151,156509,2015-01-13T01:30:01,Spitalul orasenesc Buhusi,4187271.0,Bacau,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,2094095.6000000000931322574615478515625,RON,Offline,DA,NU,33100000-1,Echipamente medicale (Rev.2)
152,152,156482,2015-01-13T01:30:01,DIRECTIA GENERALA LOGISTICA,4267060.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,607555,RON,Offline,DA,NU,15981100-9,Apa minerala plata (Rev.2)
153,153,156530,2015-01-13T01:30:01,COMPANIA NATIONALA DE AUTOSTRAZI SI DRUMURI NATIONALE DIN ROMANIA SA,16054368.0,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,2264400,RON,Offline,DA,DA,71354300-7,Servicii de cadastru (Rev.2)
154,154,156483,2015-01-13T01:30:01,Societatea Nationala de Gaze Naturale Romgaz S.A.,RO 14056826,Sibiu,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,27420000,RON,Offline,DA,NU,50531200-8,Servicii de intretinere a aparatelor cu gaz (Rev.2)
155,155,156511,2015-01-13T01:30:01,E-ON DISTRIBUTIE ROMANIA S.A.,RO10976687,Mures,Lucrari,DA,Negociere,Pretul cel mai scazut,44926935,RON,Offline,DA,NU,31311000-9,Alimentare de la retea (Rev.2)
156,156,156497,2015-01-13T01:30:01,Inspectoratul General pentru Situatii de Urgenta,RO 4203997,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,36290323,RON,Online,DA,NU,35111100-6,Aparate de respirat pentru interventiile in caz de incendiu (Rev.2)
157,157,156552,2015-01-13T11:34:24,PRIMARIA CALMATUIU,4568586.0,Teleorman,Lucrari,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,13882472.40000000037252902984619140625,RON,Offline,NU,DA,45251100-2,Lucrari de constructii de centrale electrice (Rev.2)
158,158,156520,2015-01-13T12:49:56,Directia Generala de Asistenta Sociala si Protectia Copilului Sector 2,17093691.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,401640.7000000000116415321826934814453125,RON,Offline,NU,NU,15111100-0,Carne de vita (Rev.2)
159,159,156516,2015-01-13T14:47:15,"COMPANIA NATIONALA DE TRANSPORT AL ENERGIEI ELECTRICE ""TRANSELECTRICA"" S.A.",RO 13328043,Bucuresti,Lucrari,DA,Licitatie deschisa,Pretul cel mai scazut,1036717,RON,Offline,NU,NU,45231400-9,Lucrari de constructii de linii electrice (Rev.2)
160,160,156517,2015-01-13T14:48:15,Compania Nationala a Uraniului - S.A. Bucuresti,10254529.0,Bucuresti,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,619920,RON,Online,NU,NU,24311520-8,Hidroxid de sodiu (Rev.2)
161,161,156523,2015-01-13T14:53:44,ENEL DISTRIBUTIE MUNTENIA S.A.,RO 14507322,Bucuresti,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,1260496,RON,Online,NU,NU,31174000-6,Transformatoare de alimentare (Rev.2)
162,162,156524,2015-01-13T15:03:22,R. A.T. SRL,RO 2315129,Dolj,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,196500,RON,Offline,NU,NU,34300000-0,Piese si accesorii pentru vehicule si pentru motoare de vehicule (Rev.2)
163,163,156531,2015-01-13T15:04:06,AUTORITATEA NAVALA ROMANA,11055818.0,Constanta,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,270000,RON,Online,NU,NU,60400000-2,Servicii de transport aerian (Rev.2)
164,164,156538,2015-01-13T15:04:45,CN Aeroporturi Bucuresti SA,RO26490194,Ilfov,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,33000,EUR,Offline,NU,NU,34321200-5,Cutii de viteze (Rev.2)
165,165,156556,2015-01-14T01:30:00,APA TARNAVEI MARI SA,RO 19502679,Sibiu,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,15278006.179999999701976776123046875,RON,Offline,DA,DA,71241000-9,"Studii de fezabilitate, servicii de consultanta, analize (Rev.2)"
166,166,156529,2015-01-14T01:30:00,SPITALUL JUDETEAN DE URGENTA VASLUI,3551942.0,Vaslui,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,1160481.36000000010244548320770263671875,RON,Online,DA,NU,33652100-6,Antineoplazice (Rev.2)
167,167,156570,2015-01-14T01:30:00,"Institutul de Boli Infectioase ""Prof. Dr. Matei Bals""",9524980.0,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,1542390,RON,Offline,DA,DA,85145000-7,Servicii prestate de laboratoare medicale (Rev.2)
168,168,156542,2015-01-14T01:30:00,MUNICIPIUL PLOIESTI,2844855.0,Prahova,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,25873780,RON,Offline,DA,NU,45221111-3,Lucrari de constructii de poduri rutiere (Rev.2)
169,169,156548,2015-01-14T01:30:00,Consiliul Judetean Arad,3519941.0,Arad,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,7918040,RON,Offline,DA,DA,45233120-6,Lucrari de constructii de drumuri (Rev.2)
170,170,156532,2015-01-14T01:30:00,CAMERA DEPUTATILOR,4265795.0,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,5000000,RON,Online,DA,NU,60400000-2,Servicii de transport aerian (Rev.2)
171,171,156527,2015-01-14T01:30:00,"Spitalul Clinic de Urgenta pentru Copii ""Sf.Maria"" Iasi",4701339.0,Iasi,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,1990087.30000000004656612873077392578125,RON,Online,DA,NU,33692800-5,Solutii de dializa (Rev.2)
172,172,156563,2015-01-14T01:30:00,Institutul Regional de Oncologie Iasi,29067408.0,Iasi,Furnizare,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,11202790,RON,Offline,DA,DA,31643000-5,Acceleratoare de particule (Rev.2)
173,173,156528,2015-01-14T01:30:00,Comuna Rasinari,4406134.0,Sibiu,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,2900000,RON,Offline,DA,NU,66113000-5,Servicii de acordare de credit (Rev.2)
174,174,156521,2015-01-14T01:30:00,"Institutul de Boli Cardiovasculare ""Prof.Dr.C.C. Iliescu""",4203628.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,3697625.0600000000558793544769287109375,RON,Online,DA,NU,33198200-6,Saculete sau plicuri din hartie pentru sterilizare (Rev.2)
175,175,156559,2015-01-14T01:30:00,Spitalul Clinic de Psihiatrie Prof. Dr. Alexandru Obregia,4266162.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,34915580.600000001490116119384765625,RON,Offline,DA,DA,33100000-1,Echipamente medicale (Rev.2)
176,176,156525,2015-01-14T01:30:00,SPITALUL MUNICIPAL CARACAL,4395086.0,Olt,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,668830.079999999958090484142303466796875,RON,Online,DA,NU,33620000-2,"Medicamente pentru sange, pentru organele hematopoietice si pentru sistemul cardiovascular (Rev.2)"
177,177,156539,2015-01-14T01:30:00,Directia Generala de Asistenta Sociala si Protectia Copilului Sector 2,17093691.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,877852.599999999976716935634613037109375,RON,Offline,DA,NU,15542200-1,Branza cu pasta moale (Rev.2)
178,178,156534,2015-01-14T01:30:00,SPITALUL CLINIC DE RECUPERARE IASI,4541092.0,Iasi,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,8431025.27999999932944774627685546875,RON,Online,DA,NU,33185200-2,Implant cohlear (Rev.2)
179,179,156546,2015-01-14T01:30:00,SPITALUL MUNICIPAL CARACAL,4395086.0,Olt,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,722868.959999999962747097015380859375,RON,Online,DA,NU,33660000-4,Medicamente pentru sistemul nervos si organele senzoriale (Rev.2)
180,180,156522,2015-01-14T01:30:00,"INSTITUTUL INIMII ""Niculae Stancioiu"" Cluj-Napoca",4617719.0,Cluj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,13740870,RON,Online,DA,NU,33140000-3,Consumabile medicale (Rev.2)
181,181,156574,2015-01-14T10:32:52,INSPECTORATUL GENERAL AL POLITIEI ROMANE,4453144.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,588509.839999999967403709888458251953125,RON,Offline,NU,DA,30213000-5,Computere personale (Rev.2)
182,182,156585,2015-01-14T12:03:35,SPITALUL CLINIC C.F. CLUJ,4288349.0,Cluj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,383087.5,RON,Online,NU,NU,33692400-1,Solutii pentru perfuzii (Rev.2)
183,183,156584,2015-01-14T13:30:28,UM 0929 Bucuresti,13624359.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,525075.80000000004656612873077392578125,RON,Offline,NU,DA,48000000-8,Pachete software si sisteme informatice (Rev.2)
184,184,156591,2015-01-14T13:32:11,ASOCIATIA DE DEZVOLTARE INTERCOMUNITARA  MISCHII-VULPENI,26571329.0,Dolj,Lucrari,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,13122896.68999999947845935821533203125,RON,Offline,NU,DA,45251100-2,Lucrari de constructii de centrale electrice (Rev.2)
185,185,156553,2015-01-14T14:19:16,Penitenciar Spital Bucuresti Jilava,4266146.0,Ilfov,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,150877.119999999995343387126922607421875,RON,Online,NU,NU,33611000-6,Medicamente impotriva tulburarilor provocate de hiperaciditate (Rev.2)
186,186,156544,2015-01-14T14:42:25,SOCIETATEA COMPLEXUL ENERGETIC HUNEDOARA S.A.,RO30855230,Hunedoara,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,1775000,RON,Offline,NU,NU,44310000-6,Articole din sarma (Rev.2)
187,187,156545,2015-01-14T14:45:24,Societatea Nationala de Transport Gaze Naturale TRANSGAZ SA Medias,RO13068733,Sibiu,Servicii,DA,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,757500,RON,Offline,NU,NU,79311100-8,Servicii de elaborare de studii (Rev.2)
188,188,156549,2015-01-14T14:48:41,Electrocentrale Bucuresti S.A.,RO 15189596,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,31268,RON,Online,NU,NU,50410000-2,"Servicii de reparare si de intretinere a aparatelor de masurare, de testare si de control (Rev.2)"
189,189,156550,2015-01-14T14:53:38,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,520000,RON,Online,NU,NU,60441000-1,Servicii de pulverizare aeriana (Rev.2)
